read_index,basename,mean_mapq,median_mapq,n_chromosomes,order,n_bins,read_length_bp,genes,n_genes
1565266,batch03,48.75,60.0,2,4,2,1498,Gm960,1
1565298,batch04,60.0,60.0,1,4,3,1254,Gm43948,1
1565329,batch03,60.0,60.0,2,2,2,752,Galntl6,1
1565333,batch01,40.5,40.5,2,2,2,788,Adgrg3,1
1565341,batch01,60.0,60.0,2,3,2,1105,4930571N24Rik;Gm21992,2
1565373,batch04,53.714285714285715,60.0,1,7,4,1526,Dync1i1;Foxp2,2
1565414,batch01,60.0,60.0,1,3,2,808,Pparg,1
1565415,batch04,39.666666666666664,45.0,1,3,2,710,Itpr2;Vgll4,2
1565442,batch03,35.333333333333336,45.0,3,3,3,1088,Gm44748;Tac1,2
1565446,batch04,60.0,60.0,1,2,2,706,Cpvl;2210408F21Rik,2
1565498,batch03,60.0,60.0,1,3,2,954,Sox5;Tuba3b,2
1565503,batch01,51.833333333333336,60.0,1,6,2,1628,Col1a2,1
1565535,batch03,38.25,60.0,4,8,5,1972,Tbxas1;Dcakd;Kdm7a,3
1565555,batch04,57.27272727272727,60.0,1,11,2,3318,Glra3,1
1565640,batch04,48.6,60.0,2,5,3,1509,Gm45524;Smim31,2
1565689,batch04,40.0,60.0,3,3,3,930,Aftph;Nos1,2
1565715,batch04,60.0,60.0,1,7,2,1924,Slc39a11;Cacng4;Sdk2,3
1565721,batch01,20.333333333333332,1.0,3,3,3,1252,Oxr1,1
1565780,batch04,60.0,60.0,1,3,2,818,Vmp1;Nxph3,2
1565841,batch01,50.95238095238095,60.0,1,21,2,5348,Rap1gap2;Flii;Myo15a,3
1565845,batch01,42.0,42.0,2,2,2,615,Fhit;Rora,2
1566021,batch01,50.5,60.0,2,4,3,1259,Col23a1;Myo1d;Piwil1,3
1566095,batch04,32.5,32.5,2,2,2,702,Ddah1;Kansl1,2
1566147,batch04,60.0,60.0,2,5,3,1428,Nf1;Rapgef6;Fnip1;Gm12446,4
1566149,batch01,45.25,60.0,3,4,3,1181,Myo15a;Cap2,2
1566151,batch01,52.2,60.0,2,5,3,1312,Kremen1;Ap1b1;Tjp2,3
1566176,batch04,60.0,60.0,1,3,2,851,Zmiz2;Znrf3,2
1566179,batch04,60.0,60.0,1,2,2,889,Il13;Acsl6,2
1566188,batch01,47.666666666666664,59.0,2,3,2,987,Ypel2,1
1566217,batch03,48.8,60.0,2,5,4,1225,Col23a1;Nf2;Adamts2;Gbf1,4
1566226,batch01,60.0,60.0,1,3,2,992,Pnpt1;Asb3,2
1566466,batch04,52.0,60.0,2,4,3,1159,Foxp1,1
1566554,batch01,35.25,38.5,1,4,2,882,Pcm1,1
1566673,batch01,51.0,51.0,2,2,2,973,Asic2;Prkn,2
1566695,batch01,53.857142857142854,60.0,1,7,2,1709,Aplp2;Aph1c,2
1566707,batch03,60.0,60.0,2,3,3,1030,Gm32932;Hhex,2
1566846,batch04,59.5,59.5,1,2,2,1007,4933428C19Rik,1
1566873,batch04,50.333333333333336,60.0,1,6,2,1592,Acaca,1
1566879,batch03,26.666666666666668,17.5,3,6,5,2042,Gm11973;Slc35e4;Tcn2,3
1567042,batch01,60.0,60.0,2,2,2,820,Hivep2,1
1567139,batch01,54.0,60.0,1,9,4,1915,Gm45904;Zfp1;Gm16351;Sorbs2;Cdh13,5
1567183,batch01,40.0,60.0,2,3,2,866,Nrg1,1
1567216,batch03,44.57142857142857,60.0,1,7,4,2132,Ces1e;Zfp821;Clec18a;Nfat5;Wwp2,5
1567219,batch04,50.142857142857146,60.0,1,7,3,2324,Gm39185,1
1567225,batch04,60.0,60.0,1,2,2,584,Selenbp1,1
1567240,batch04,45.0,60.0,1,3,2,886,Snx25;Cfap97,2
1567243,batch01,60.0,60.0,1,3,2,944,Cotl1,1
1567253,batch01,60.0,60.0,1,2,2,846,Dlc1,1
1567259,batch01,50.0,50.0,2,2,2,675,Tcf25,1
1567271,batch03,53.25,60.0,1,4,2,832,Unc5d;Gm3985;Nrg1,3
1567297,batch01,36.0,36.0,2,2,2,610,Agpat5;Gm18200,2
1567300,batch04,60.0,60.0,1,2,2,735,Unc13a;Nrg1,2
1567302,batch01,60.0,60.0,2,2,2,580,Gm3985;Dab2,2
1567304,batch02,60.0,60.0,2,2,2,602,Cgn,1
1567327,batch04,60.0,60.0,1,3,2,1120,Tenm3;Psd3,2
1567332,batch04,43.75,60.0,2,12,3,2868,Cdh13,1
1567336,batch04,40.5,47.5,1,4,2,977,Tnfsf13b;Fam149a,2
1567338,batch04,24.0,10.0,3,3,3,927,Frmpd4,1
1567340,batch01,54.0,60.0,2,4,3,857,Adgrl1;Mageb18;Jak3;Colgalt1,4
1567406,batch04,58.285714285714285,60.0,2,7,5,1891,Wwox;Tmem231;Gm45887,3
1567443,batch01,52.57142857142857,60.0,1,7,2,1372,Sox5,1
1567481,batch01,60.0,60.0,2,3,2,1548,Mib1;Parn,2
1567511,batch03,35.166666666666664,39.0,3,6,3,1668,Sgcg,1
1567530,batch03,60.0,60.0,1,2,2,631,Gm43948,1
1567636,batch01,36.42857142857143,49.0,4,7,4,1573,Iqsec1,1
1567662,batch04,49.54545454545455,60.0,2,11,4,3257,Evi5l;4932443L11Rik;Camsap3;Gm45349,4
1567820,batch03,52.625,60.0,1,8,2,2143,S100a2;Pglyrp4,2
1567940,batch03,60.0,60.0,1,5,3,1270,Calr3;Nup93,2
1568084,batch01,60.0,60.0,3,5,3,1573,Camk1d;Med13l;Atp6v0a4,3
1568107,batch03,53.0,60.0,2,8,5,2418,Psd2,1
1568177,batch03,49.285714285714285,60.0,1,7,2,1728,Gclm;Abca4;Gm43158,3
1568178,batch04,60.0,60.0,1,2,2,689,Pag1,1
1568182,batch01,56.75,57.0,1,4,3,1234,Clvs2;Plekhg1,2
1568207,batch01,60.0,60.0,2,3,2,938,4930555F03Rik;Sf3b1,2
1568220,batch04,60.0,60.0,1,3,2,1063,Mgat4a,1
1568237,batch04,22.22222222222222,13.0,3,9,5,2342,Cntn5;Pag1;Tnik,3
1568419,batch04,38.625,60.0,4,8,6,2009,Gm45307,1
1568447,batch01,33.666666666666664,39.0,2,3,2,985,Hint1,1
1568462,batch01,50.25,60.0,2,4,2,1048,Gm26854;Oxr1,2
1568464,batch04,60.0,60.0,1,2,2,828,Csmd1,1
1568479,batch01,60.0,60.0,2,2,2,595,Zfp704,1
1568611,batch03,55.625,60.0,1,8,5,1713,Dlgap2;Tmem255b;Csmd1;Gm45677,4
1568666,batch01,39.5,54.5,2,8,2,1945,Pdzd2,1
1568906,batch01,52.666666666666664,60.0,2,3,2,926,G630064G18Rik;Pcca,2
1568950,batch04,60.0,60.0,1,2,2,775,C130073E24Rik,1
1568995,batch01,45.0,60.0,3,4,3,1390,Tnfrsf1a,1
1568996,batch01,50.833333333333336,60.0,1,6,2,1629,Gprc5a;Emp1,2
1569064,batch04,60.0,60.0,1,4,2,1019,Ranbp17,1
1569135,batch01,60.0,60.0,1,2,2,782,Gm20696,1
1569489,batch01,45.75,60.0,1,4,2,976,Map3k3;Ern1,2
1569516,batch04,60.0,60.0,1,3,2,1055,Bean1,1
1569521,batch04,57.0,60.0,2,4,3,1057,Or1x2,1
1569551,batch04,60.0,60.0,2,2,2,634,Cwc22,1
1569632,batch01,40.333333333333336,60.0,1,3,2,821,Kcna5,1
1569824,batch01,60.0,60.0,1,3,3,1055,Pdlim3,1
1569832,batch04,52.5,52.5,1,2,2,616,Emp1,1
1569875,batch01,58.166666666666664,60.0,1,6,3,1870,Gm39244,1
1569960,batch01,60.0,60.0,1,6,2,1722,Tenm3,1
1569969,batch04,53.8,60.0,2,5,2,1194,Slc25a46;Ciao2a,2
1569970,batch04,60.0,60.0,2,3,2,932,Smarcc1,1
1569986,batch01,60.0,60.0,1,5,2,1342,Nmnat2,1
1569987,batch04,60.0,60.0,1,5,2,1258,Nmnat2;Lamc2,2
1570021,batch04,60.0,60.0,1,3,2,1295,Bcar3,1
1570087,batch01,52.5,52.5,2,2,2,561,Shroom3;Pard3,2
1570103,batch04,60.0,60.0,2,4,2,1538,Rhoj;Sgpp1;Atp2b2,3
1570137,batch01,53.0,60.0,2,10,4,2367,Gm45904,1
1570140,batch03,60.0,60.0,1,3,2,1277,Rsbn1l,1
1570188,batch04,60.0,60.0,2,2,2,723,Cdk8,1
1570334,batch01,57.0,60.0,1,4,2,1123,Fhit,1
1570448,batch01,30.5,30.5,2,2,2,1005,Ankrd39;B3gnt3,2
1570476,batch04,54.8,60.0,2,5,2,1485,Gsap;Pip5k1b;Napepld,3
1570525,batch01,50.6,60.0,3,10,3,2365,Gm15320;Gm20513;Btnl2;Notch4;Tsbp1,5
1570678,batch03,56.0,60.0,2,6,3,1523,Dpp6;Csmd1;Tex15,3
1570684,batch04,60.0,60.0,2,3,2,1086,Emp2,1
1570703,batch04,48.333333333333336,55.0,1,3,3,1627,4930425L21Rik,1
1570744,batch02,60.0,60.0,2,3,2,965,Tmem116,1
1570841,batch04,17.5,17.5,2,2,2,527,Dpp3;Gm49673,2
1570930,batch01,60.0,60.0,1,4,2,1184,Gm47465;Sik3,2
1570939,batch01,50.8,60.0,1,5,4,1183,Nr3c2,1
1570966,batch01,14.5,14.5,1,2,2,830,Gm49721;Rnaset2a,2
1571040,batch01,46.285714285714285,60.0,2,7,3,1667,Mindy1;C920021L13Rik,2
1571052,batch01,47.25,60.0,1,4,2,930,Nudt3;Gm2885,2
1571147,batch02,45.333333333333336,60.0,1,3,2,662,Tusc3,1
1571160,batch03,60.0,60.0,1,2,2,811,Snx25,1
1571211,batch01,42.166666666666664,60.0,1,6,2,1319,Tenm3,1
1571233,batch01,54.875,60.0,1,8,2,2542,Iqcm,1
1571253,batch04,60.0,60.0,1,3,2,1022,Gm45341;C130073E24Rik,2
1571278,batch04,46.333333333333336,60.0,2,3,2,778,Bcat1,1
1571280,batch03,36.77777777777778,60.0,2,9,4,1838,Gm11033,1
1571291,batch04,58.75,60.0,1,4,4,1199,Gm2516;Cntnap4;Adamts18,3
1571322,batch01,39.81818181818182,53.0,3,11,3,3122,Marchf1;Zfp385b,2
1571327,batch01,60.0,60.0,1,2,2,671,Wwox;Atmin,2
1571348,batch01,47.75,60.0,2,4,2,1326,Hormad2;Aktip;Gm11961,3
1571358,batch04,45.166666666666664,53.5,1,6,4,1877,Gm35256;1700026F02Rik;Gm5373,3
1571375,batch04,45.333333333333336,60.0,1,3,2,753,Prag1,1
1571376,batch04,60.0,60.0,1,3,2,903,Wwox,1
1571390,batch04,36.6,60.0,2,5,3,1154,2900052N01Rik,1
1571405,batch04,48.0,60.0,1,3,2,777,Ccdc174,1
1571411,batch01,53.5,60.0,1,4,2,1289,Fanca;1700018B08Rik,2
1571413,batch01,60.0,60.0,1,3,2,1266,Il15;Inpp4b,2
1571424,batch01,14.5,1.0,4,12,4,3218,Gm5622,1
1571426,batch04,60.0,60.0,1,2,2,904,Eps8,1
1571496,batch01,60.0,60.0,2,3,2,1129,Tbxas1;Myo16,2
1571510,batch03,60.0,60.0,2,2,2,550,Sorbs2,1
1571514,batch01,30.333333333333332,16.0,2,3,2,1252,Cep112;Adam10,2
1571557,batch01,59.0,59.0,1,2,2,600,Mrip-ps,1
1571562,batch04,56.333333333333336,60.0,1,3,2,842,Arhgef28,1
1571573,batch01,23.333333333333332,10.0,1,6,4,1266,Gm3676;Gm7247;Erc2,3
1571708,batch04,48.0,60.0,1,6,2,1482,Hipk2,1
1571778,batch01,60.0,60.0,1,4,2,1246,Ccdc7a,1
1571867,batch03,60.0,60.0,1,2,2,810,Pag1,1
1571926,batch04,41.333333333333336,60.0,1,9,2,2269,Fut10;Nrg1,2
1571975,batch02,60.0,60.0,1,2,2,586,Faf1,1
1572027,batch04,60.0,60.0,3,4,3,1690,Fbxl8;Ces4a;Prickle2;Arhgef28,4
1572150,batch01,36.75,43.0,3,4,3,1261,Crkl,1
1572168,batch03,57.42857142857143,60.0,1,7,3,1777,Creb3l2;Iqsec1;Gm45901,3
1572243,batch02,50.77777777777778,60.0,3,9,4,2342,Plbd1;Gucy2c;Fam32a;Asic1;Atf7ip,5
1572255,batch04,35.0,38.5,2,6,5,1299,Shq1;Nup210;Gm43948,3
1572257,batch04,60.0,60.0,1,2,2,609,Magi1,1
1572299,batch03,60.0,60.0,2,3,3,806,D6Ertd474e;Abcc9;Cpeb3,3
1572300,batch03,43.333333333333336,60.0,1,3,2,1070,Slc4a5,1
1572303,batch01,60.0,60.0,1,3,2,1050,Prkn,1
1572320,batch01,40.0,60.0,2,3,3,771,Grin2b,1
1572321,batch03,60.0,60.0,2,5,3,1902,Far2;Etnk1,2
1572352,batch01,45.0,60.0,1,4,3,1232,Gm26673;Kcna6,2
1572424,batch01,50.333333333333336,60.0,1,3,2,1032,Aebp2;Gm26736,2
1572427,batch04,50.5,60.0,1,6,2,1606,Itpr1;Ipo8,2
1572430,batch04,40.0,60.0,3,3,3,1227,Gm5307,1
1572447,batch01,49.25,60.0,2,4,3,1023,Tfec;Sgcz,2
1572459,batch04,27.333333333333332,21.5,1,6,3,1500,Nrip2,1
1572469,batch02,47.166666666666664,55.5,1,6,2,1680,Tfpi2,1
1572470,batch03,52.5,60.0,1,4,2,875,Cacna2d4;Cacna1c,2
1572475,batch03,36.0,41.5,2,8,3,1768,Kcnu1,1
1572519,batch01,60.0,60.0,1,2,2,747,Lmntd1;Syn2,2
1572520,batch01,60.0,60.0,1,2,2,606,Foxp2,1
1572558,batch04,35.42857142857143,60.0,3,7,3,1677,Zfp936,1
1572606,batch03,30.166666666666668,29.5,4,6,5,1425,Rnf220;Zfp936,2
1572618,batch04,60.0,60.0,2,2,2,1053,Rel;Kirrel,2
1572632,batch01,34.333333333333336,34.0,1,3,3,1123,Tnfrsf13b,1
1572668,batch01,60.0,60.0,1,4,2,1029,Ccdc91;Prickle2,2
1572676,batch04,41.714285714285715,53.0,3,7,3,1368,Zfp141;Zfp936,2
1572682,batch01,45.25,60.0,1,4,2,1148,Gm5799,1
1572692,batch04,44.0,51.5,1,6,2,1112,Taok1;Abhd15;Supt6;Spag5,4
1572694,batch04,60.0,60.0,1,5,2,1528,Actr2;Cep68;Spred2,3
1572806,batch04,60.0,60.0,1,2,2,1093,Med13;Gm11639,2
1572810,batch01,60.0,60.0,1,2,2,654,Tlk2;Dgke,2
1572892,batch01,30.5,30.5,2,4,3,1325,Specc1;Ehbp1,2
1572993,batch01,39.333333333333336,45.0,2,6,4,1226,Zfp988;Helz;Nsf,3
1572996,batch01,60.0,60.0,2,2,2,670,Cdh13,1
1573022,batch04,60.0,60.0,2,3,2,725,Abca4;Gm43158,2
1573032,batch03,60.0,60.0,1,2,2,739,Usp33;Gm37256,2
1573034,batch04,45.25,60.0,3,4,3,1242,Gm43666,1
1573085,batch03,44.666666666666664,60.0,3,3,3,664,Crem,1
1573096,batch04,60.0,60.0,1,3,3,1101,Ints3;Ank2,2
1573145,batch04,60.0,60.0,3,3,3,1087,Fxr1;Shroom3;Unc5d,3
1573149,batch01,60.0,60.0,2,5,3,1298,Chil4;Chil3;Nrg1,3
1573201,batch01,47.666666666666664,60.0,1,3,2,854,4921511C10Rik;Ghsr;Rapgef2,3
1573206,batch04,60.0,60.0,1,3,2,860,Sox2ot;Pex5l,2
1573212,batch01,27.75,25.5,4,4,4,998,Klhl2;Cd5,2
1573223,batch03,48.666666666666664,56.0,2,6,2,1207,Lrrc39;Trmt13;Mif-ps8,3
1573235,batch01,16.75,3.5,3,8,4,1973,Cntn5;1700030N03Rik,2
1573249,batch04,49.333333333333336,60.0,3,3,3,1128,Chl1,1
1573259,batch04,51.5,51.5,2,2,2,854,Mdfic;Kcnmb2,2
1573324,batch04,26.428571428571427,3.0,1,7,5,1573,Nrg1,1
1573341,batch01,60.0,60.0,2,4,2,841,Galnt9;Fbrsl1;Jak2,3
1573376,batch03,14.5,1.0,3,8,3,1819,Vmn2r111;Cntn4,2
1573384,batch03,60.0,60.0,2,2,2,772,4933425M03Rik,1
1573390,batch01,60.0,60.0,1,2,2,845,Gm40040,1
1573411,batch04,60.0,60.0,2,4,2,1123,Mecom;Adra1b,2
1573442,batch03,0.25,0.0,4,4,4,952,Pisd-ps1;Pisd;Pisd-ps2,3
1573449,batch01,44.666666666666664,59.0,1,3,2,668,Bahcc1;Baiap2,2
1573509,batch03,46.75,60.0,1,4,2,1312,Msi2,1
1573517,batch01,48.8,60.0,1,5,2,1539,Glp2r;Ncor1,2
1573547,batch03,51.5,51.5,2,2,2,1032,C1qtnf2;Gm3756,2
1573563,batch01,60.0,60.0,1,2,2,593,Cacnb1;Evpl,2
1573587,batch03,40.333333333333336,60.0,1,3,2,754,Pik3r6,1
1573633,batch04,29.5,29.0,3,4,3,1782,Gm37976,1
1573650,batch01,51.0,60.0,2,6,3,1831,Loxl1;Cep112;1600029O15Rik,3
1573748,batch04,44.42857142857143,60.0,1,7,2,1891,Gm31135;Gm44626,2
1573751,batch03,60.0,60.0,2,2,2,688,Clec16a,1
